transcript_id,1087_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1089_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1090_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1091_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1092_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1096_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1097_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1098_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1099_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2263_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2265_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2266_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2267_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2268_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2382_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2383_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2384_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf
MSTRG.32561.1,0,410,325,131,146,170,2,1,72,331,115,149,492,211,88,0,83
Acerv_evm.model.Segkk1799_pilon.12,0,0,66,179,0,0,0,0,0,0,0,0,0,0,15,0,0
MSTRG.12025.1,0,265,7,56,148,77,0,1,26,128,33,1,19,75,90,0,37
MSTRG.23391.1,0,9,40,91,10,4,0,13,156,39,0,16,13,0,12,0,72
MSTRG.34077.1,0,0,11,60,32,6,0,0,0,0,0,92,17,5,2,0,3
MSTRG.46640.1,0,130,67,6,0,29,0,0,0,0,0,0,0,0,0,0,0
MSTRG.36298.1,0,0,1,29,2,77,0,0,6,0,0,72,0,3,17,0,0
MSTRG.41814.1,3,580,527,432,312,328,17,3,189,486,511,450,1206,380,311,10,162
MSTRG.8067.1,0,2,28,0,0,24,0,2,66,3,0,6,42,108,0,0,0
MSTRG.45076.1,0,0,94,94,44,1,0,0,10,1,0,0,0,0,0,0,8
MSTRG.36204.1,0,8,17,23,0,52,0,2,25,0,0,0,25,0,0,0,0
MSTRG.38261.1,0,60,20,5,32,133,0,0,0,21,0,0,30,0,6,0,0
MSTRG.9809.1,0,1,23,0,3,0,0,0,0,2,0,0,39,0,5,0,0
MSTRG.9384.1,0,1937,1089,858,767,768,0,0,62,1236,950,2173,3093,1866,818,0,159
Acerv_evm.model.Segkk3198_pilon.1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3996_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3198_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3198_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3198_pilon.5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3198_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3198_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acerv_evm.model.Segkk3996_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3198_pilon.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3198_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4369_pilon.2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Acerv_evm.model.Segkk4369_pilon.3,1,0,0,0,1,0,0,6,16,0,0,0,0,0,0,105,10
Acerv_evm.model.Segkk4369_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MSTRG.39873.1,0,69,93,122,23,64,0,0,0,25,10,190,13,0,8,0,44
MSTRG.13284.1,0,42,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0
MSTRG.24016.1,0,0,5,81,2,35,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3137_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3137_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3137_pilon.6,2,159,188,275,123,272,57,38,49,158,19,259,431,145,26,0,121
Acerv_evm.model.Segkk3388_pilon.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3137_pilon.1,0,2,39,14,18,0,0,11,0,3,0,0,0,0,4,0,0
Acerv_evm.model.Segkk3137_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3137_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21646.1,0,0,105,33,103,29,0,0,26,20,0,0,2,0,11,0,0
MSTRG.23927.1,1,270,181,197,191,70,1,1,18,372,553,234,462,329,184,1,43
MSTRG.35673.1,1,1449,381,239,108,223,11,2,108,96,125,124,93,232,27,0,2
MSTRG.44115.1,0,0,79,0,1,31,0,0,0,0,0,144,45,27,0,0,2
MSTRG.11101.1,0,1898,1127,846,648,818,0,2,164,1850,2345,1583,1882,1984,926,3,183
Acerv_evm.model.Segkk803_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42550.1,0,15,153,3,5,1,16,2,7,0,4,0,2,8,0,0,0
MSTRG.17199.1,0,0,44,1,0,0,0,0,1,3,1,1,0,0,1,0,33
MSTRG.2322.1,0,63,43,4,31,34,0,0,68,46,0,3,19,95,5,0,51
Acerv_evm.model.Segkk29_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.40439.1,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0
Acerv_evm.model.Segkk29_pilon.1,1,2,1,25,28,9,81,1,2,42,41,20,0,13,19,0,8
Acerv_evm.model.Segkk2061_pilon.8,0,0,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk29_pilon.7,0,18449,12044,9743,8674,11671,0,0,2422,16858,12723,20624,23147,20155,9882,0,8917
Acerv_evm.model.Segkk29_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk29_pilon.5,0,1,1,0,4,7,0,3,1,0,1,0,0,1,0,1,0
Acerv_evm.model.Segkk29_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2061_pilon.3,0,1626,5149,5882,3290,2841,1182,506,2882,620,995,4334,1986,769,103,0,881
Acerv_evm.model.Segkk2061_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.33706.1,0,56,40,37,42,0,0,0,0,0,1,0,52,20,0,0,0
Acerv_evm.model.Segkk29_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2061_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2061_pilon.6,11,1396,1167,1195,961,1819,120,148,220,2122,1807,1368,1318,898,606,2,531
Acerv_evm.model.Segkk2061_pilon.5,2,398,800,928,787,434,83,51,365,490,380,1225,526,217,135,0,342
Acerv_evm.model.Segkk2061_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35604.1,0,89,76,0,0,0,0,0,77,0,0,43,17,102,35,0,6
Acerv_evm.model.Segkk803_pilon.2,0,29,19,0,0,0,0,0,0,0,0,81,0,0,0,0,0
MSTRG.42833.1,0,261,62,16,58,123,0,0,12,223,85,86,141,193,158,0,22
Acerv_evm.model.Segkk3280_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1212_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34147.1,0,109,0,34,9,0,1,0,0,0,0,0,3,0,6,0,12
MSTRG.6607.1,0,0,30,0,7,63,0,0,30,66,0,0,129,0,0,0,37
MSTRG.41924.2,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29358.2,0,244,194,0,266,91,0,0,0,348,552,0,440,423,0,0,0
MSTRG.12483.1,5,662,360,319,528,731,10,0,92,303,456,150,473,614,164,0,89
MSTRG.6716.1,0,19,40,2,6,0,0,0,0,1,17,0,0,8,0,0,0
MSTRG.34056.1,6,194,96,104,76,139,62,1,122,199,116,171,353,240,112,9,127
MSTRG.6786.1,0,3,4,31,0,0,0,0,0,0,0,0,4,0,0,0,0
MSTRG.7080.1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,39,0,25
Acerv_evm.model.Segkk1545_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23937.1,0,13,39,96,216,69,530,202,63,62,38,34,52,0,16,0,68
MSTRG.5538.1,0,0,18,0,0,0,0,0,0,0,1,22,0,0,0,0,0
MSTRG.7313.1,28,2013,1978,1242,737,1792,594,214,1276,2041,1320,2694,3431,1797,1373,0,1773
MSTRG.10486.1,1,580,443,139,169,183,0,1,28,409,283,78,694,126,223,0,94
MSTRG.30709.1,0,0,0,7,46,0,0,0,0,8,0,11,1,1,0,0,1
Acerv_evm.model.Segkk3767_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3895.1,0,17,166,0,40,0,0,0,0,13,10,44,0,2,0,0,0
MSTRG.25931.1,0,0,1,248,299,0,0,0,0,1,1,241,216,0,38,0,6
MSTRG.24250.1,0,0,0,5,0,0,0,0,0,0,0,0,69,0,0,0,1
MSTRG.11685.1,0,148,247,134,50,87,0,0,38,40,0,114,69,1,0,0,93
Acerv_evm.model.Segkk554_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6946.1,1,116,451,109,130,354,0,0,12,25,106,281,182,357,95,0,51
Acerv_evm.model.Segkk3767_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk554_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MSTRG.3937.1,1,208,190,161,9,58,0,0,3,146,40,147,224,77,107,0,91
Acerv_evm.model.Segkk1545_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20024.1,3,2122,929,882,731,686,2,1,84,1149,1442,632,911,976,461,0,47
MSTRG.26835.1,0,28,453,292,11,26,24,0,57,7,0,0,0,0,0,0,0
MSTRG.34157.4,0,0,81,27,171,840,0,0,9,0,0,0,15,0,0,0,297
Acerv_evm.model.Segkk3767_pilon.6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Acerv_evm.model.Segkk1221_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6617.1,1,32,126,179,144,19,1,1,51,122,137,357,135,72,40,0,47
MSTRG.34157.1,4,1157,253,329,599,187,54,34,153,436,609,857,741,276,315,6,278
Acerv_evm.model.Segkk389_pilon.28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk389_pilon.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5151.1,0,169,152,355,82,136,0,0,0,30,51,23,89,25,13,0,0
Acerv_evm.model.Segkk2469_pilon.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2469_pilon.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2469_pilon.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2469_pilon.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2469_pilon.21,31,1139,541,353,334,1369,22,0,180,812,604,1445,1088,732,417,0,293
Acerv_evm.model.Segkk389_pilon.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk389_pilon.21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk389_pilon.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk389_pilon.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk389_pilon.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk389_pilon.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk389_pilon.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk389_pilon.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.44075.1,0,730,580,256,197,524,8,7,178,264,331,516,323,204,180,0,46
Acerv_evm.model.Segkk1545_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk324_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4133_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.44958.1,0,131,219,228,36,92,4,0,3,13,53,67,122,28,3,0,0
MSTRG.30367.1,2,338,187,64,159,203,0,0,43,646,339,388,837,322,199,0,34
MSTRG.26310.1,14,149,66,30,38,188,118,4,77,38,24,52,68,74,53,4,81
MSTRG.3755.1,0,35,49,0,7,7,1,0,37,1,0,101,0,68,0,0,0
Acerv_evm.model.Segkk4133_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42568.1,0,41,196,125,97,207,38,0,110,97,12,250,298,21,22,0,127
Acerv_evm.model.Segkk2504_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phe_367_tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14482.1,0,0,0,81,25,0,0,42,0,15,0,16,0,0,0,0,0
Acerv_evm.model.Segkk707_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4116_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2163_pilon.34,0,0,47,226,83,79,49,0,23,0,0,117,66,0,0,0,78
Acerv_evm.model.Segkk2163_pilon.35,0,4,61,32,24,1,0,0,8,1,1,44,9,0,2,0,2
MSTRG.42119.1,1,224,261,181,162,125,8,0,37,393,205,332,254,486,318,0,42
Acerv_evm.model.Segkk2163_pilon.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2163_pilon.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2163_pilon.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.4408.1,0,41,128,3,59,39,0,0,0,206,42,219,286,50,44,0,4
MSTRG.11691.1,0,0,45,106,28,0,0,0,21,1,0,45,1,3,0,0,19
MSTRG.4678.1,0,9,80,64,124,40,0,0,21,100,290,68,211,115,0,0,50
Acerv_evm.model.Segkk3965_pilon.4,0,0,5,0,14,6,0,0,0,0,0,0,0,5,1,0,0
Acerv_evm.model.Segkk393_pilon.1,0,146,14,1,1,113,1,0,10,0,0,1,87,0,9,0,0
Acerv_evm.model.Segkk393_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk393_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15342.2,0,38,72,397,26,42,0,1,146,51,0,371,145,0,27,0,198
Acerv_evm.model.Segkk3965_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2825_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2825_pilon.2,0,850,487,173,243,697,0,0,229,342,0,494,1137,815,230,0,108
Acerv_evm.model.Segkk2825_pilon.1,1,98,116,149,214,114,0,0,32,134,45,200,176,52,27,0,38
MSTRG.32238.1,0,2,4,0,0,0,0,0,0,40,26,104,44,4,12,0,9
Acerv_evm.model.Segkk3983_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31247.1,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38046.1,0,0,0,108,0,7,5,0,1,0,0,0,1,1,0,0,0
MSTRG.46126.1,0,47,259,262,250,90,0,37,216,0,0,113,260,0,37,0,145
Acerv_evm.model.Segkk2220_pilon.4,0,0,0,30,36,15,0,0,10,0,0,9,0,0,0,0,1
Acerv_evm.model.Segkk1289_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1289_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35780.1,0,272,90,240,84,41,0,0,6,317,309,309,338,97,63,0,64
Acerv_evm.model.Segkk1289_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.33388.1,0,195,144,129,43,109,0,0,18,94,186,15,96,134,63,0,3
Acerv_evm.model.Segkk1728_pilon.38,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
Acerv_evm.model.Segkk1728_pilon.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1728_pilon.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1728_pilon.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1728_pilon.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1728_pilon.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1728_pilon.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1728_pilon.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1728_pilon.32,0,14,0,13,15,1,0,1,0,41,9,0,0,0,19,0,5
Acerv_evm.model.Segkk1728_pilon.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2220_pilon.5,0,0,0,0,30,21,0,0,0,1,1,1,11,0,0,0,1
MSTRG.44060.1,0,40,45,0,0,1,0,0,0,4,0,0,15,0,0,0,0
MSTRG.38182.1,0,53,2,27,64,0,0,0,0,44,0,0,2,95,22,0,31
MSTRG.2104.1,0,0,0,1,0,1,0,0,0,0,0,206,3,0,0,0,0
MSTRG.47018.1,0,1,31,1,22,0,0,0,0,0,1,1,58,24,0,0,0
MSTRG.2495.1,0,735,670,313,427,621,0,0,61,377,795,614,1218,682,218,0,77
Acerv_evm.model.Segkk1946_pilon.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1946_pilon.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1946_pilon.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1946_pilon.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1835_pilon.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1835_pilon.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1946_pilon.23,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1946_pilon.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1835_pilon.24,0,0,0,0,25,0,0,0,22,0,0,0,0,0,1,0,1
Acerv_evm.model.Segkk1835_pilon.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1835_pilon.26,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
Acerv_evm.model.Segkk1835_pilon.27,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0
Acerv_evm.model.Segkk1835_pilon.20,0,0,1,1,0,0,2,1,1,0,0,1,1,0,0,0,0
Acerv_evm.model.Segkk1835_pilon.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1835_pilon.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7404.1,3,1227,311,130,175,266,10,0,85,324,331,189,508,469,358,2,299
MSTRG.12153.1,0,53,150,167,172,123,0,0,99,156,49,287,110,123,52,0,109
MSTRG.46118.1,1,230,325,165,58,441,1,0,1,263,213,390,299,380,89,0,15
MSTRG.873.1,0,0,11,99,22,1,0,0,0,2,0,191,1,0,0,0,0
MSTRG.33026.1,0,16,8,0,1,0,0,0,0,1,0,95,62,0,35,0,4
MSTRG.7383.1,0,3,75,128,25,14,7,45,37,67,0,68,21,0,9,0,5
MSTRG.29632.3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4116_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41868.39,0,0,0,29,0,0,0,0,189,0,0,0,0,0,0,0,0
MSTRG.19257.1,0,0,111,29,133,169,0,4,23,0,0,172,177,148,0,0,11
MSTRG.12789.1,1,17,61,44,12,11,0,1,4,54,121,31,76,39,62,1,15
MSTRG.26285.1,0,131,177,219,215,157,76,158,189,255,297,365,375,302,40,4,155
MSTRG.41868.38,0,0,0,95,0,0,0,0,166,0,0,0,0,0,0,0,0
MSTRG.41868.37,0,0,9,20,1,180,1706,129,197,0,3,0,0,0,0,0,0
MSTRG.41868.36,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk781_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.4037.1,0,41,4,74,22,56,0,0,0,1,0,0,26,6,0,0,0
Acerv_evm.model.Segkk3692_pilon.19,3,534,405,201,233,294,15,0,31,349,727,747,970,516,234,0,236
MSTRG.43570.1,0,15,20,48,96,152,2,0,78,62,157,13,0,1,12,0,19
Acerv_evm.model.Segkk269_pilon.4,0,789,279,404,303,215,0,0,71,500,397,508,976,504,227,0,0
MSTRG.35975.1,4,226,478,142,268,288,7,0,35,253,125,342,261,318,131,15,80
MSTRG.33124.1,0,1,2,8,0,0,0,0,0,0,0,0,40,1,0,0,0
Acerv_evm.model.Segkk3809_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41868.34,0,0,231,321,26,32,154,235,31,0,0,228,0,0,0,0,394
Acerv_evm.model.Segkk1839_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1839_pilon.8,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1839_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1839_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1839_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1839_pilon.6,0,339,289,0,0,274,0,0,0,409,0,331,434,273,221,0,0
Acerv_evm.model.Segkk1839_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14204.1,0,4,74,244,0,3,0,0,82,0,0,49,0,0,1,0,0
Acerv_evm.model.Segkk1839_pilon.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MSTRG.41868.32,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5030.1,0,2,3,2,4,53,0,0,0,18,78,6,1,0,44,0,3
MSTRG.42131.2,0,0,0,54,0,0,0,0,0,0,0,52,6,0,0,0,0
MSTRG.29305.1,0,50,67,60,81,47,0,0,0,80,225,158,133,82,46,0,2
MSTRG.1868.1,0,18,31,49,42,15,39,200,59,0,45,43,6,27,9,0,65
Acerv_evm.model.Segkk541_pilon.7,0,0,29,0,31,1,0,1,0,2,1,15,18,0,1,0,0
Acerv_evm.model.Segkk541_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk541_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk541_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk541_pilon.3,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0
MSTRG.34230.1,0,404,128,20,170,105,4,0,84,99,134,152,363,228,150,0,51
MSTRG.31397.1,0,152,123,2,97,280,0,0,78,136,142,0,91,286,43,0,94
MSTRG.31602.1,1,0,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MSTRG.24765.1,0,0,30,150,13,1,0,25,166,0,0,16,0,0,0,0,0
MSTRG.25149.1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Acerv_evm.model.Segkk595_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.17744.1,0,0,1,0,0,1,0,0,0,1,0,38,22,0,0,0,0
MSTRG.33020.1,0,10,37,86,3,1,1,1,0,27,0,4,0,1,3,0,1
Acerv_evm.model.Segkk974_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.4221.1,0,0,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.27769.1,0,42,3,0,14,0,1,0,9,59,45,0,11,4,1,0,6
MSTRG.27949.1,10,1448,1041,1417,812,2562,4,5,58,1360,2372,1526,1830,1138,754,3,373
MSTRG.44315.1,0,10,5,0,60,123,0,0,1,6,5,0,41,12,6,0,0
Acerv_evm.model.Segkk1027_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15245.1,0,106,99,82,17,16,2,0,2,5,4,42,13,11,1,0,1
MSTRG.12795.1,0,0,18,0,68,0,0,19,5,22,0,0,0,0,0,0,0
Acerv_evm.model.Segkk974_pilon.1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
MSTRG.10524.1,0,0,73,0,35,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4309_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4309_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26106.1,0,1039,1031,1015,566,977,0,1,5,966,1231,1280,1301,1680,545,0,23
