GO_slim_term,Count,Percent,GO_slim_term_description,module,Ontology,ChildTerm,GO_child_term_description,Annotated,Significant,Expected,weightFisher,Class,GeneList
GO:0048856,18,23.68421052631579,anatomical structure development,red,BP,GO:0048755,branching morphogenesis of a nerve,10,7,2.92,0.00891,Biological_Process,"Acropora_007169,Acropora_007182,Acropora_007213,Acropora_007286,Acropora_007687,Acropora_014155,Acropora_014682"
GO:0048856,18,23.68421052631579,anatomical structure development,red,BP,GO:0014866,skeletal myofibril assembly,11,7,3.21,0.00954,Biological_Process,"Acropora_006898,Acropora_022532,Acropora_022536,Acropora_022574,Acropora_022662,Acropora_022711,Acropora_028448"
GO:0048856,18,23.68421052631579,anatomical structure development,red,BP,GO:0007386,compartment pattern specification,6,5,1.75,0.00956,Biological_Process,"Acropora_000162,Acropora_002803,Acropora_022711,Acropora_022864,Acropora_024020"
GO:0048856,18,23.68421052631579,anatomical structure development,red,BP,GO:0045314,regulation of compound eye photoreceptor...,6,5,1.75,0.00956,Biological_Process,"Acropora_000162,Acropora_005905,Acropora_014693,Acropora_024279,Acropora_025878"
GO:0048856,18,23.68421052631579,anatomical structure development,red,BP,GO:0060055,angiogenesis involved in wound healing,13,7,3.79,0.00956,Biological_Process,"Acropora_006794,Acropora_013380,Acropora_013672,Acropora_017923,Acropora_018270,Acropora_023481,Acropora_031959"
GO:0048856,18,23.68421052631579,anatomical structure development,red,BP,GO:0021680,cerebellar Purkinje cell layer developme...,16,10,4.67,0.00963,Biological_Process,"Acropora_000803,Acropora_001602,Acropora_003372,Acropora_006634,Acropora_010660,Acropora_014682,Acropora_019391,Acropora_020514,Acropora_022607,Acropora_022711"
GO:0048856,18,23.68421052631579,anatomical structure development,red,BP,GO:0030218,erythrocyte differentiation,67,30,19.54,0.00997,Biological_Process,"Acropora_000798,Acropora_002149,Acropora_002216,Acropora_003282,Acropora_003840,Acropora_004449,Acropora_006112,Acropora_006634,Acropora_006653,Acropora_007010,Acropora_008777,Acropora_009332,Acropora_010731,Acropora_011045,Acropora_011121,Acropora_011167,Acropora_011681,Acropora_015082,Acropora_017923,Acropora_018486,Acropora_018553,Acropora_020397,Acropora_021950,Acropora_023635,Acropora_023845,Acropora_028481,Acropora_028825,Acropora_029806,Acropora_34124,Acropora_34345"
GO:0048870,2,2.6315789473684212,cell motility,red,BP,GO:0007509,mesoderm migration involved in gastrulat...,13,9,3.79,0.00323,Biological_Process,"Acropora_007169,Acropora_007182,Acropora_007213,Acropora_007286,Acropora_009333,Acropora_013899,Acropora_022189,Acropora_027917,Acropora_027918"
GO:0048870,2,2.6315789473684212,cell motility,red,BP,GO:0006930,"substrate-dependent cell migration, cell...",8,6,2.33,0.00968,Biological_Process,"Acropora_005905,Acropora_013380,Acropora_019886,Acropora_022711,Acropora_029709,Acropora_031959"
GO:0050877,1,1.3157894736842106,nervous system process,red,BP,GO:0050882,voluntary musculoskeletal movement,6,5,1.75,0.00956,Biological_Process,"Acropora_004483,Acropora_017737,Acropora_023635,Acropora_026819,Acropora_027665"
GO:0055085,3,3.9473684210526314,transmembrane transport,red,BP,GO:0015985,"energy coupled proton transport, down el...",14,9,4.08,0.00671,Biological_Process,"Acropora_001223,Acropora_007499,Acropora_011033,Acropora_011084,Acropora_015429,Acropora_018490,Acropora_028066,Acropora_030056,Acropora_032458"
GO:0055085,3,3.9473684210526314,transmembrane transport,red,BP,GO:0051279,regulation of release of sequestered cal...,36,15,10.5,0.00889,Biological_Process,"Acropora_001919,Acropora_002112,Acropora_003465,Acropora_011105,Acropora_013380,Acropora_015333,Acropora_015615,Acropora_017729,Acropora_018270,Acropora_018486,Acropora_020551,Acropora_023752,Acropora_026369,Acropora_031959,Acropora_032167"
GO:0055085,3,3.9473684210526314,transmembrane transport,red,BP,GO:0006616,SRP-dependent cotranslational protein ta...,8,6,2.33,0.00968,Biological_Process,"Acropora_007522,Acropora_026180,Acropora_026237,Acropora_026400,Acropora_027916,Acropora_029934"
GO:0055086,8,10.526315789473683,nucleobase-containing small molecule metabolic process,red,BP,GO:0009167,purine ribonucleoside monophosphate meta...,139,59,40.54,0.00308,Biological_Process,"Acropora_000026,Acropora_000041,Acropora_000102,Acropora_001223,Acropora_001439,Acropora_001647,Acropora_003184,Acropora_003243,Acropora_003837,Acropora_003947,Acropora_004170,Acropora_005392,Acropora_006033,Acropora_006635,Acropora_007499,Acropora_007606,Acropora_008688,Acropora_008840,Acropora_009056,Acropora_009694,Acropora_010241,Acropora_010242,Acropora_010414,Acropora_010660,Acropora_010856,Acropora_011033,Acropora_011084,Acropora_012599,Acropora_013196,Acropora_013207,Acropora_013250,Acropora_013355,Acropora_013932,Acropora_014072,Acropora_015429,Acropora_016431,Acropora_017714,Acropora_017737,Acropora_018490,Acropora_019641,Acropora_020353,Acropora_020493,Acropora_020551,Acropora_020570,Acropora_022113,Acropora_022662,Acropora_022711,Acropora_023064,Acropora_024334,Acropora_024908,Acropora_027811,Acropora_027982,Acropora_028066,Acropora_030056,Acropora_031049,Acropora_031127,Acropora_031913,Acropora_032364,Acropora_032458"
GO:0055086,8,10.526315789473683,nucleobase-containing small molecule metabolic process,red,BP,GO:0006048,UDP-N-acetylglucosamine biosynthetic pro...,9,7,2.62,0.00357,Biological_Process,"Acropora_004652,Acropora_006093,Acropora_006094,Acropora_006541,Acropora_008918,Acropora_018045,Acropora_019713"
GO:0055086,8,10.526315789473683,nucleobase-containing small molecule metabolic process,red,BP,GO:0046039,GTP metabolic process,20,12,5.83,0.00393,Biological_Process,"Acropora_003045,Acropora_007687,Acropora_008840,Acropora_008841,Acropora_010620,Acropora_010622,Acropora_011489,Acropora_013827,Acropora_016042,Acropora_017694,Acropora_020145,Acropora_022998"
GO:0055086,8,10.526315789473683,nucleobase-containing small molecule metabolic process,red,BP,GO:0046034,ATP metabolic process,160,65,46.67,0.00558,Biological_Process,"Acropora_000026,Acropora_000041,Acropora_000102,Acropora_000162,Acropora_000490,Acropora_001223,Acropora_001439,Acropora_001647,Acropora_002531,Acropora_003184,Acropora_003203,Acropora_003243,Acropora_003837,Acropora_003947,Acropora_004170,Acropora_005392,Acropora_006033,Acropora_006635,Acropora_006987,Acropora_007499,Acropora_007606,Acropora_008456,Acropora_008688,Acropora_009056,Acropora_009694,Acropora_010414,Acropora_010660,Acropora_010856,Acropora_011033,Acropora_011084,Acropora_011388,Acropora_013196,Acropora_013207,Acropora_013250,Acropora_013355,Acropora_013632,Acropora_013932,Acropora_014072,Acropora_015429,Acropora_016431,Acropora_017714,Acropora_017737,Acropora_018490,Acropora_019641,Acropora_020353,Acropora_020493,Acropora_020551,Acropora_020570,Acropora_022662,Acropora_022711,Acropora_023064,Acropora_024054,Acropora_024908,Acropora_024968,Acropora_027811,Acropora_027982,Acropora_028066,Acropora_029477,Acropora_030056,Acropora_031049,Acropora_031127,Acropora_031215,Acropora_031913,Acropora_032364,Acropora_032458"
GO:0055086,8,10.526315789473683,nucleobase-containing small molecule metabolic process,red,BP,GO:0009225,nucleotide-sugar metabolic process,31,19,9.04,0.00711,Biological_Process,"Acropora_000041,Acropora_003338,Acropora_003922,Acropora_004652,Acropora_005392,Acropora_006093,Acropora_006094,Acropora_006541,Acropora_007490,Acropora_008918,Acropora_013899,Acropora_018045,Acropora_018460,Acropora_019713,Acropora_022601,Acropora_023872,Acropora_024229,Acropora_025974,Acropora_031404"
GO:0055086,8,10.526315789473683,nucleobase-containing small molecule metabolic process,red,BP,GO:1901068,guanosine-containing compound metabolic ...,34,17,9.92,0.00824,Biological_Process,"Acropora_003045,Acropora_007687,Acropora_008840,Acropora_008841,Acropora_009056,Acropora_010620,Acropora_010622,Acropora_011489,Acropora_013827,Acropora_016042,Acropora_017694,Acropora_020145,Acropora_020353,Acropora_022113,Acropora_022998,Acropora_024334,Acropora_024977"
GO:0055086,8,10.526315789473683,nucleobase-containing small molecule metabolic process,red,BP,GO:0034030,ribonucleoside bisphosphate biosynthetic...,42,20,12.25,0.00855,Biological_Process,"Acropora_004659,Acropora_005795,Acropora_006972,Acropora_010414,Acropora_011071,Acropora_012519,Acropora_014817,Acropora_015272,Acropora_015443,Acropora_017796,Acropora_017964,Acropora_018585,Acropora_019465,Acropora_019981,Acropora_025673,Acropora_027523,Acropora_027896,Acropora_030053,Acropora_031244,Acropora_34340"
GO:0055086,8,10.526315789473683,nucleobase-containing small molecule metabolic process,red,BP,GO:0034033,purine nucleoside bisphosphate biosynthe...,42,20,12.25,0.00855,Biological_Process,"Acropora_004659,Acropora_005795,Acropora_006972,Acropora_010414,Acropora_011071,Acropora_012519,Acropora_014817,Acropora_015272,Acropora_015443,Acropora_017796,Acropora_017964,Acropora_018585,Acropora_019465,Acropora_019981,Acropora_025673,Acropora_027523,Acropora_027896,Acropora_030053,Acropora_031244,Acropora_34340"
GO:0065003,1,1.3157894736842106,protein-containing complex assembly,red,BP,GO:0000028,ribosomal small subunit assembly,15,11,4.38,5.1e-4,Biological_Process,"Acropora_000378,Acropora_000798,Acropora_001112,Acropora_002126,Acropora_006112,Acropora_021741,Acropora_021950,Acropora_022484,Acropora_022831,Acropora_023130,Acropora_023788"
GO:0098542,1,1.3157894736842106,defense response to other organism,red,BP,GO:0019731,antibacterial humoral response,19,11,5.54,0.0067,Biological_Process,"Acropora_005903,Acropora_007040,Acropora_007862,Acropora_008463,Acropora_010484,Acropora_015879,Acropora_017737,Acropora_021660,Acropora_024846,Acropora_028010,Acropora_032397"
GO:0140014,1,1.3157894736842106,mitotic nuclear division,red,BP,GO:0031536,positive regulation of exit from mitosis,5,5,1.46,0.0021,Biological_Process,"Acropora_003316,Acropora_013632,Acropora_017887,Acropora_022622,Acropora_031205"
GO:1901135,8,10.526315789473683,carbohydrate derivative metabolic process,red,BP,GO:0018279,protein N-linked glycosylation via aspar...,32,18,9.33,4e-4,Biological_Process,"Acropora_000795,Acropora_003557,Acropora_007794,Acropora_008634,Acropora_009333,Acropora_009486,Acropora_010747,Acropora_013684,Acropora_013845,Acropora_015165,Acropora_017922,Acropora_018460,Acropora_024229,Acropora_026340,Acropora_026410,Acropora_030032,Acropora_031496,Acropora_031913"
GO:1901135,8,10.526315789473683,carbohydrate derivative metabolic process,red,BP,GO:0006048,UDP-N-acetylglucosamine biosynthetic pro...,9,7,2.62,0.00357,Biological_Process,"Acropora_004652,Acropora_006093,Acropora_006094,Acropora_006541,Acropora_008918,Acropora_018045,Acropora_019713"
GO:1901135,8,10.526315789473683,carbohydrate derivative metabolic process,red,BP,GO:0046039,GTP metabolic process,20,12,5.83,0.00393,Biological_Process,"Acropora_003045,Acropora_007687,Acropora_008840,Acropora_008841,Acropora_010620,Acropora_010622,Acropora_011489,Acropora_013827,Acropora_016042,Acropora_017694,Acropora_020145,Acropora_022998"
GO:1901135,8,10.526315789473683,carbohydrate derivative metabolic process,red,BP,GO:0046034,ATP metabolic process,160,65,46.67,0.00558,Biological_Process,"Acropora_000026,Acropora_000041,Acropora_000102,Acropora_000162,Acropora_000490,Acropora_001223,Acropora_001439,Acropora_001647,Acropora_002531,Acropora_003184,Acropora_003203,Acropora_003243,Acropora_003837,Acropora_003947,Acropora_004170,Acropora_005392,Acropora_006033,Acropora_006635,Acropora_006987,Acropora_007499,Acropora_007606,Acropora_008456,Acropora_008688,Acropora_009056,Acropora_009694,Acropora_010414,Acropora_010660,Acropora_010856,Acropora_011033,Acropora_011084,Acropora_011388,Acropora_013196,Acropora_013207,Acropora_013250,Acropora_013355,Acropora_013632,Acropora_013932,Acropora_014072,Acropora_015429,Acropora_016431,Acropora_017714,Acropora_017737,Acropora_018490,Acropora_019641,Acropora_020353,Acropora_020493,Acropora_020551,Acropora_020570,Acropora_022662,Acropora_022711,Acropora_023064,Acropora_024054,Acropora_024908,Acropora_024968,Acropora_027811,Acropora_027982,Acropora_028066,Acropora_029477,Acropora_030056,Acropora_031049,Acropora_031127,Acropora_031215,Acropora_031913,Acropora_032364,Acropora_032458"
GO:1901135,8,10.526315789473683,carbohydrate derivative metabolic process,red,BP,GO:0046390,ribose phosphate biosynthetic process,154,58,44.92,0.00706,Biological_Process,"Acropora_000041,Acropora_000162,Acropora_000490,Acropora_001223,Acropora_003184,Acropora_004659,Acropora_005795,Acropora_006033,Acropora_006972,Acropora_007499,Acropora_008456,Acropora_008688,Acropora_008840,Acropora_010241,Acropora_010242,Acropora_010414,Acropora_010620,Acropora_010622,Acropora_011033,Acropora_011071,Acropora_011084,Acropora_011388,Acropora_012519,Acropora_012599,Acropora_013355,Acropora_013932,Acropora_014817,Acropora_015272,Acropora_015429,Acropora_015443,Acropora_015708,Acropora_017714,Acropora_017737,Acropora_017796,Acropora_017964,Acropora_018490,Acropora_018585,Acropora_019465,Acropora_019981,Acropora_020353,Acropora_024054,Acropora_024908,Acropora_025673,Acropora_027523,Acropora_027811,Acropora_027896,Acropora_028066,Acropora_028825,Acropora_029738,Acropora_029739,Acropora_030053,Acropora_030056,Acropora_031127,Acropora_031215,Acropora_031244,Acropora_031913,Acropora_032458,Acropora_34340"
GO:1901135,8,10.526315789473683,carbohydrate derivative metabolic process,red,BP,GO:0009225,nucleotide-sugar metabolic process,31,19,9.04,0.00711,Biological_Process,"Acropora_000041,Acropora_003338,Acropora_003922,Acropora_004652,Acropora_005392,Acropora_006093,Acropora_006094,Acropora_006541,Acropora_007490,Acropora_008918,Acropora_013899,Acropora_018045,Acropora_018460,Acropora_019713,Acropora_022601,Acropora_023872,Acropora_024229,Acropora_025974,Acropora_031404"
GO:1901135,8,10.526315789473683,carbohydrate derivative metabolic process,red,BP,GO:1901068,guanosine-containing compound metabolic ...,34,17,9.92,0.00824,Biological_Process,"Acropora_003045,Acropora_007687,Acropora_008840,Acropora_008841,Acropora_009056,Acropora_010620,Acropora_010622,Acropora_011489,Acropora_013827,Acropora_016042,Acropora_017694,Acropora_020145,Acropora_020353,Acropora_022113,Acropora_022998,Acropora_024334,Acropora_024977"
GO:1901135,8,10.526315789473683,carbohydrate derivative metabolic process,red,BP,GO:0006678,glucosylceramide metabolic process,6,5,1.75,0.00956,Biological_Process,"Acropora_001635,Acropora_010716,Acropora_028443,Acropora_031215,Acropora_031338"
GO:0003723,2,11.11111111111111,RNA binding,red,MF,GO:0070181,small ribosomal subunit rRNA binding,5,5,1.45,0.0021,Molecular_Function,"Acropora_006112,Acropora_009163,Acropora_012973,Acropora_014805,Acropora_028285"
GO:0003824,4,22.22222222222222,catalytic activity,red,MF,GO:0046933,proton-transporting ATP synthase activit...,5,5,1.45,0.0021,Molecular_Function,"Acropora_001223,Acropora_009712,Acropora_011033,Acropora_011084,Acropora_030056"
GO:0003824,4,22.22222222222222,catalytic activity,red,MF,GO:0016811,"hydrolase activity, acting on carbon-nit...",55,25,16,0.0044,Molecular_Function,"Acropora_001930,Acropora_003203,Acropora_004049,Acropora_007809,Acropora_008918,Acropora_010202,Acropora_010204,Acropora_010266,Acropora_010302,Acropora_010319,Acropora_010555,Acropora_011388,Acropora_013940,Acropora_014598,Acropora_014682,Acropora_015082,Acropora_015375,Acropora_018395,Acropora_019509,Acropora_020377,Acropora_022111,Acropora_026859,Acropora_027917,Acropora_027918,Acropora_031076"
GO:0003824,4,22.22222222222222,catalytic activity,red,MF,GO:0008137,NADH dehydrogenase (ubiquinone) activity,21,12,6.11,0.0066,Molecular_Function,"Acropora_000102,Acropora_001439,Acropora_003243,Acropora_003947,Acropora_007606,Acropora_009694,Acropora_010856,Acropora_013196,Acropora_013207,Acropora_020493,Acropora_031049,Acropora_032364"
GO:0003824,4,22.22222222222222,catalytic activity,red,MF,GO:0050136,NADH:ubiquinone reductase (non-electroge...,21,12,6.11,0.0066,Molecular_Function,"Acropora_000102,Acropora_001439,Acropora_003243,Acropora_003947,Acropora_007606,Acropora_009694,Acropora_010856,Acropora_013196,Acropora_013207,Acropora_020493,Acropora_031049,Acropora_032364"
GO:0005198,2,11.11111111111111,structural molecule activity,red,MF,GO:0003735,structural constituent of ribosome,114,79,33.16,3.5e-19,Molecular_Function,"Acropora_000372,Acropora_000378,Acropora_000498,Acropora_000798,Acropora_001112,Acropora_001123,Acropora_001516,Acropora_002126,Acropora_002163,Acropora_002539,Acropora_002625,Acropora_002822,Acropora_003920,Acropora_004635,Acropora_005395,Acropora_005694,Acropora_005818,Acropora_006038,Acropora_006112,Acropora_006553,Acropora_007602,Acropora_007937,Acropora_008561,Acropora_008946,Acropora_009127,Acropora_009163,Acropora_009236,Acropora_009765,Acropora_010002,Acropora_010336,Acropora_011045,Acropora_012973,Acropora_013115,Acropora_013754,Acropora_013814,Acropora_014568,Acropora_014805,Acropora_014963,Acropora_015569,Acropora_015761,Acropora_015878,Acropora_015879,Acropora_017433,Acropora_018197,Acropora_018272,Acropora_018410,Acropora_018750,Acropora_019380,Acropora_019487,Acropora_020150,Acropora_020193,Acropora_020291,Acropora_020760,Acropora_021741,Acropora_021950,Acropora_022117,Acropora_022334,Acropora_022380,Acropora_022484,Acropora_022670,Acropora_023130,Acropora_023788,Acropora_024080,Acropora_024151,Acropora_024967,Acropora_026152,Acropora_026179,Acropora_026334,Acropora_026343,Acropora_026374,Acropora_026415,Acropora_026827,Acropora_027374,Acropora_027789,Acropora_027837,Acropora_029756,Acropora_031049,Acropora_031296,Acropora_031542"
