"","Acer_1089","Acer_1090","Acer_1091","Acer_1092","Acer_1097","Acer_1098","Acer_1099","Acer_1100","Acer_2263","Acer_2265","Acer_2266","Acer_2267","Acer_2268","Acer_2382","Acer_2384"
"Symbiodinium13282",37,76,289,27,0,0,153,0,112,114,121,104,112,113,88
"Symbiodinium13284",0,0,0,0,0,0,0,0,0,0,38,20,0,0,0
"Symbiodinium13290",60,4,130,52,80,166,68,0,172,77,199,102,85,93,78
"Symbiodinium13293",8,0,0,6,0,0,0,0,0,0,0,0,0,16,72
"Symbiodinium13297",0,0,0,0,0,0,0,0,35,0,74,0,0,0,0
"Symbiodinium13299",16,12,65,41,0,0,0,0,30,86,59,15,10,0,48
"Symbiodinium133",81,56,298,163,617,122,466,0,131,298,355,49,120,85,287
"Symbiodinium13300",0,0,10,5,0,0,0,0,0,0,0,0,19,0,0
"Symbiodinium13301",43,27,103,24,0,0,0,0,72,87,140,123,10,72,77
"Symbiodinium13311",72,13,18,41,5,5,15,0,26,0,43,58,183,13,59
"Symbiodinium13314",17,9,21,5,0,0,94,0,30,0,59,13,0,12,0
"Symbiodinium13318",0,0,0,0,0,0,0,0,19,78,0,0,0,0,0
"Symbiodinium13322",17,3,13,0,0,0,0,0,0,0,0,0,0,0,0
"Symbiodinium13324",37,1,72,3,71,0,36,0,37,69,61,34,31,22,56
"Symbiodinium13325",200,199,387,292,13,2,368,0,132,95,206,244,63,26,273
"Symbiodinium13329",35,23,77,67,142,168,217,0,52,94,38,40,25,35,42
"Symbiodinium13331",44,0,106,47,0,0,61,0,81,0,103,97,0,16,76
"Symbiodinium13332",64,19,73,16,4,0,30,0,28,155,8,68,22,47,227
"Symbiodinium13340",0,0,0,0,111,74,0,0,2,0,6,0,0,0,0
"Symbiodinium13345",72,0,68,0,0,0,17,0,5,0,63,5,4,13,0
"Symbiodinium13346",16,0,0,0,0,0,0,0,0,0,6,0,0,0,10
"Symbiodinium13354",0,9,2,0,0,0,0,0,0,41,0,0,0,15,25
"Symbiodinium13356",8,12,32,15,225,0,99,0,29,0,43,24,17,2,0
"Symbiodinium13357",0,8,0,0,0,0,0,0,0,87,74,20,4,0,34
"Symbiodinium13359",20,14,28,0,51,0,68,0,39,0,0,40,0,31,10
"Symbiodinium13360",6,15,23,0,0,0,26,0,23,6,43,8,20,3,0
"Symbiodinium13364",0,0,0,13,0,0,39,0,14,0,0,0,0,15,36
"Symbiodinium13365",15,0,0,3,0,0,0,0,0,28,0,0,0,0,0
"Symbiodinium13372",141,333,986,617,3694,914,861,0,250,483,436,322,296,210,778
"Symbiodinium13373",7,11,21,29,0,0,0,0,29,32,79,0,14,8,0
"Symbiodinium13374",16,17,4,0,0,17,44,0,29,0,40,2,0,16,0
"Symbiodinium13380",39,0,28,62,0,0,45,0,3,0,0,50,44,1,0
"Symbiodinium13388",0,0,0,14,0,0,0,0,0,58,0,0,0,0,0
"Symbiodinium13389",1,10,69,2,0,0,0,0,4,0,0,0,0,1,41
"Symbiodinium13393",21,11,0,30,0,0,40,0,31,87,17,20,0,25,0
"Symbiodinium13394",14,0,94,17,278,374,161,0,42,66,28,26,72,11,71
"Symbiodinium13400",4,1,0,27,80,0,0,0,39,0,22,104,27,15,40
"Symbiodinium13402",45,23,131,40,0,0,0,0,13,2,34,21,43,26,92
"Symbiodinium13409",2,13,59,25,0,0,0,0,7,0,16,25,0,5,86
"Symbiodinium1341",0,0,0,0,0,0,0,0,0,16,0,11,0,0,0
"Symbiodinium13412",0,0,41,15,0,0,39,0,0,0,7,18,0,1,0
"Symbiodinium13416",20,17,0,0,0,0,0,0,0,0,0,18,0,14,0
"Symbiodinium13418",61,4,0,13,0,0,1,0,44,42,0,2,4,22,30
"Symbiodinium13419",11,7,41,15,0,0,0,0,0,0,11,0,21,5,0
"Symbiodinium1342",23,0,51,5,0,0,0,0,0,0,0,0,15,2,36
"Symbiodinium13426",0,7,42,8,1,0,71,0,3,50,44,21,22,41,0
"Symbiodinium13433",33,5,25,34,0,0,0,0,19,0,0,87,61,15,28
"Symbiodinium13435",0,0,56,0,0,0,0,0,15,0,0,0,0,9,0
"Symbiodinium13436",14,14,16,0,0,0,0,0,0,0,0,0,0,0,0
"Symbiodinium13438",0,0,2,15,0,0,1,0,0,1,2,16,1,0,0
"Symbiodinium13440",0,29,77,15,806,0,165,0,48,0,0,10,38,27,0
"Symbiodinium13441",10,7,0,25,0,0,51,0,72,68,87,0,17,6,0
"Symbiodinium13444",0,6,60,9,85,2,11,0,25,0,0,1,26,6,27
"Symbiodinium13445",2,0,0,0,0,0,0,0,0,29,0,0,0,1,50
"Symbiodinium13455",24,0,0,0,0,0,0,0,0,17,0,2,25,31,17
"Symbiodinium13461",9,4,0,0,109,0,0,0,2,0,29,0,0,26,36
"Symbiodinium13467",0,5,0,24,0,0,16,0,0,0,14,0,15,2,0
"Symbiodinium13470",0,3,15,34,0,0,0,0,19,13,0,0,1,1,0
"Symbiodinium13473",4,3,36,0,0,0,23,0,10,0,5,68,0,3,78
"Symbiodinium13474",0,5,0,9,0,0,24,0,0,0,43,21,26,18,140
"Symbiodinium13476",0,0,29,17,0,0,0,0,0,0,0,0,0,0,0
"Symbiodinium13478",425,219,1010,560,41,0,123,0,287,411,559,575,201,178,168
"Symbiodinium13482",62,40,66,76,0,0,215,0,163,28,109,161,5,49,121
"Symbiodinium13484",39,11,71,15,111,0,23,0,38,15,12,19,69,32,24
"Symbiodinium13486",23,9,3,0,0,0,25,0,20,157,16,26,50,14,0
"Symbiodinium13490",15,16,11,40,0,0,81,0,46,113,0,29,33,21,12
"Symbiodinium13492",15,0,0,0,0,0,0,0,0,0,0,0,16,0,0
"Symbiodinium13500",6,3,182,0,0,3,0,0,1,0,39,23,13,0,17
"Symbiodinium13504",16,29,62,40,98,0,18,0,9,56,27,14,37,8,0
"Symbiodinium13509",15,3,32,17,0,0,28,0,0,0,0,0,2,0,1
"Symbiodinium13510",356,310,1494,468,548,36,772,0,709,1351,1264,584,843,425,1095
"Symbiodinium13515",2,0,41,0,0,0,0,0,0,0,0,0,0,0,15
"Symbiodinium13517",77,150,120,178,46,100,49,0,279,213,100,298,191,155,129
"Symbiodinium13519",63,0,67,5,0,0,68,0,22,0,0,40,25,17,24
"Symbiodinium13523",0,0,6,11,278,0,0,0,22,25,0,0,0,0,0
"Symbiodinium13527",2,5,21,9,133,0,42,0,12,0,10,1,1,10,76
"Symbiodinium13531",1,18,11,0,1,0,33,0,0,0,7,60,0,0,9
"Symbiodinium13538",61,32,159,36,225,0,0,0,65,51,0,18,9,57,68
"Symbiodinium13540",0,0,0,0,0,0,30,0,16,0,0,0,0,8,0
"Symbiodinium13543",33,4,17,3,0,0,0,0,22,0,0,8,0,35,69
"Symbiodinium13544",0,7,16,5,0,0,5,0,0,29,0,0,26,5,0
"Symbiodinium13556",105,17,122,93,0,0,44,0,105,81,196,142,94,90,68
"Symbiodinium13557",63,2,147,74,0,0,102,0,41,106,72,185,51,95,3
"Symbiodinium13564",0,0,36,0,0,0,0,0,0,25,0,0,0,0,0
"Symbiodinium1357",26,58,116,94,367,2,150,0,87,44,81,7,151,68,55
"Symbiodinium13571",15,0,0,6,4,0,19,0,0,0,0,0,27,26,0
"Symbiodinium13574",1,126,62,12,456,84,0,0,13,0,24,5,1,19,39
"Symbiodinium13575",0,0,0,23,0,0,0,0,0,0,0,0,0,0,73
"Symbiodinium13581",0,3,22,0,0,0,0,0,0,0,3,0,0,3,32
"Symbiodinium13582",8,0,32,12,0,0,41,0,46,0,9,15,29,13,0
"Symbiodinium13583",3,5,39,7,0,0,0,0,0,0,0,25,5,3,36
"Symbiodinium13586",0,0,0,49,0,0,0,0,0,0,61,0,0,0,0
"Symbiodinium13592",0,0,15,0,0,0,0,0,0,0,0,0,0,1,13
"Symbiodinium13597",52,49,120,52,0,0,48,0,85,109,175,69,97,33,44
"Symbiodinium13608",36,13,0,27,0,0,0,0,0,22,24,0,20,5,0
"Symbiodinium13613",3,12,6,0,0,0,0,0,0,0,0,0,20,22,80
"Symbiodinium13615",2,0,0,7,0,0,0,0,12,15,18,40,0,4,39
"Symbiodinium13618",30,2,33,15,0,2,6,0,26,0,60,25,1,19,123
"Symbiodinium13620",9,13,0,8,0,0,0,0,10,52,0,25,9,5,28
"Symbiodinium13624",10,4,10,4,48,0,0,0,1,1,22,46,0,28,0
"Symbiodinium13625",18,11,89,36,492,35,50,0,0,0,0,23,87,36,53
"Symbiodinium13628",0,0,25,0,9,0,0,0,0,0,0,10,0,13,29
"Symbiodinium13629",1,6,15,1,0,0,0,0,0,0,0,0,11,1,0
"Symbiodinium13630",3,3,8,5,0,0,0,0,43,19,0,8,0,12,11
"Symbiodinium13645",5,0,0,32,0,0,0,0,11,0,14,10,0,3,0
"Symbiodinium13646",18,0,0,15,0,0,9,0,0,0,0,0,0,0,0
"Symbiodinium13647",2,0,10,9,0,0,0,0,0,0,0,0,0,0,60
"Symbiodinium13653",0,0,0,0,0,0,0,0,0,0,59,0,26,10,0
"Symbiodinium13655",0,0,0,0,171,0,0,0,19,0,0,12,77,0,0
"Symbiodinium13658",0,0,0,0,0,0,0,0,0,0,0,19,1,19,0
"Symbiodinium13661",26,0,23,20,0,0,0,0,17,55,0,9,38,35,0
"Symbiodinium13667",29,0,64,119,0,0,43,0,14,18,65,11,46,23,34
"Symbiodinium13668",0,0,0,0,0,0,0,0,13,0,69,0,0,0,0
"Symbiodinium13669",0,12,78,11,257,0,4,0,47,22,0,25,22,0,0
"Symbiodinium13670",2,0,0,0,0,0,0,0,0,33,0,0,15,0,14
"Symbiodinium13671",0,0,29,0,0,0,0,0,0,0,0,0,18,0,41
"Symbiodinium13672",26,14,22,79,0,0,33,0,17,49,0,0,0,2,0
"Symbiodinium13674",0,0,34,4,0,0,0,0,1,0,0,0,26,0,0
"Symbiodinium13679",29,8,0,12,0,0,0,0,38,14,87,0,9,26,124
"Symbiodinium13681",40,0,12,0,0,0,0,0,0,0,0,0,0,11,0
"Symbiodinium13684",0,4,0,3,0,0,0,0,7,51,51,0,16,0,19
"Symbiodinium13685",0,8,32,0,0,0,0,0,9,0,33,0,0,12,0
"Symbiodinium13690",11,9,0,0,0,0,0,0,15,19,0,35,26,0,0
"Symbiodinium13691",19,20,132,37,0,0,28,0,36,49,82,37,13,27,0
"Symbiodinium13693",12,31,41,39,171,4,168,0,69,0,56,22,75,12,136
"Symbiodinium13695",76,8,65,21,0,0,0,0,45,43,27,1,22,16,0
"Symbiodinium13696",0,3,7,0,0,0,38,0,0,0,13,0,0,3,0
"Symbiodinium13699",0,0,7,0,0,0,0,0,2,2,0,18,27,5,1
"Symbiodinium13702",0,0,0,0,0,0,14,0,0,38,0,0,0,0,0
"Symbiodinium13707",0,0,0,0,0,0,0,0,15,0,0,46,0,0,0
"Symbiodinium13709",431,206,549,227,226,292,297,0,429,343,269,592,339,276,429
"Symbiodinium13713",99,24,136,65,0,1,117,0,58,51,13,99,91,20,41
"Symbiodinium13718",20,8,23,3,276,0,0,0,47,72,67,37,1,9,63
"Symbiodinium13721",0,0,24,0,0,0,0,0,0,17,0,0,0,0,0
"Symbiodinium13722",7,0,0,0,0,0,0,0,0,24,50,0,0,0,73
"Symbiodinium13723",0,15,41,0,0,0,0,0,0,0,33,23,6,2,0
"Symbiodinium13734",0,0,0,15,261,0,0,0,0,0,0,0,0,0,0
"Symbiodinium13736",1,4,0,0,0,0,52,0,31,0,0,0,0,8,0
"Symbiodinium13738",0,0,15,0,0,0,0,0,0,139,0,0,36,17,0
"Symbiodinium13742",1,0,0,7,0,0,0,0,24,0,4,6,13,16,46
"Symbiodinium13743",15,12,63,23,11,0,20,0,9,67,0,111,41,9,0
"Symbiodinium13744",0,13,38,19,0,0,17,0,5,13,30,23,3,11,0
"Symbiodinium13748",49,59,190,20,0,7,55,0,198,33,11,171,162,66,265
"Symbiodinium13752",5,11,25,34,0,0,0,0,24,40,72,42,62,16,0
"Symbiodinium13755",65,34,65,29,0,0,0,0,99,69,84,6,33,27,0
"Symbiodinium13767",11,0,25,0,0,0,0,0,18,0,0,0,9,0,0
"Symbiodinium13768",3,27,0,16,0,0,45,0,1,0,0,16,0,0,0
"Symbiodinium13771",0,5,39,18,0,0,32,0,0,0,0,0,0,0,8
"Symbiodinium13779",6,0,0,74,0,1,2,0,0,0,41,0,7,0,11
"Symbiodinium13780",12,3,0,7,0,0,9,0,104,0,21,43,0,22,49
"Symbiodinium13788",11,5,20,18,0,17,0,0,0,0,0,0,38,24,28
"Symbiodinium13790",0,0,0,0,0,0,0,0,2,0,36,0,0,10,0
"Symbiodinium13793",1,0,23,0,0,0,0,0,0,57,0,27,4,13,0
"Symbiodinium13796",46,27,141,33,51,0,110,0,53,37,57,18,87,30,73
"Symbiodinium13800",0,0,45,71,0,0,0,0,12,59,0,0,112,14,0
"Symbiodinium13803",8,0,53,23,0,41,0,0,19,20,1,78,52,32,22
"Symbiodinium13812",0,31,168,90,77,81,91,0,122,78,81,38,1,56,72
"Symbiodinium13816",0,0,78,0,0,0,0,0,0,0,31,16,5,46,45
"Symbiodinium13817",10,8,49,14,67,0,0,0,39,0,60,24,6,3,15
"Symbiodinium13826",28,0,2,0,0,0,0,0,8,0,8,0,10,3,41
"Symbiodinium13828",15,11,131,85,51,4,73,0,71,87,124,103,40,61,130
"Symbiodinium13837",0,40,4,9,0,0,0,0,0,0,0,31,0,0,0
"Symbiodinium13839",3,35,50,0,0,0,50,0,0,26,0,23,8,6,40
"Symbiodinium13843",8,20,28,51,0,0,0,0,13,58,193,38,3,85,25
"Symbiodinium13845",0,2,0,0,0,0,0,0,0,0,36,1,0,11,0
"Symbiodinium13846",12,9,58,66,108,0,149,0,71,63,143,59,56,28,38
"Symbiodinium13847",6,1,22,43,38,0,27,0,87,127,21,0,14,27,0
"Symbiodinium13851",19,22,29,0,0,0,12,0,97,0,3,0,0,31,21
"Symbiodinium13853",33,0,32,0,0,0,0,0,0,0,0,0,17,0,0
"Symbiodinium13854",9,0,0,11,81,0,0,0,0,0,43,0,0,0,43
"Symbiodinium13857",12,2,26,0,0,0,0,0,6,11,79,85,0,6,0
"Symbiodinium13858",117,145,603,300,1134,355,835,0,292,343,162,145,201,190,307
"Symbiodinium13859",30,26,68,17,0,47,4,0,19,16,0,48,0,15,83
"Symbiodinium1386",22,29,54,19,165,107,61,0,5,0,79,21,39,19,11
"Symbiodinium13862",8,0,0,0,0,12,0,0,34,5,0,0,0,0,0
"Symbiodinium13867",0,8,10,26,0,0,2,0,1,0,24,0,0,0,0
"Symbiodinium13883",11,0,30,0,0,0,0,0,0,0,0,0,0,0,0
"Symbiodinium13886",32,34,13,15,149,198,61,0,34,41,73,19,10,54,101
"Symbiodinium13887",0,0,1,2,0,0,0,0,35,13,56,62,2,26,78
"Symbiodinium13889",11,15,99,31,50,0,78,0,58,86,77,0,12,18,11
"Symbiodinium13899",0,1,25,0,0,0,0,0,0,0,0,0,20,7,0
"Symbiodinium13905",22,14,51,53,161,49,17,0,39,0,0,0,44,19,60
"Symbiodinium13908",13,0,0,0,0,0,0,0,0,0,39,0,0,6,4
"Symbiodinium13910",77,15,99,61,97,0,107,0,20,68,53,36,23,18,92
"Symbiodinium13911",0,0,0,0,0,0,0,0,20,35,0,51,2,0,0
"Symbiodinium13916",2,0,0,0,68,0,0,0,0,33,0,0,0,0,24
"Symbiodinium1392",7,12,16,0,558,0,60,0,16,1,0,27,9,9,0
"Symbiodinium13922",6,8,91,57,0,0,33,0,13,60,35,32,4,19,87
"Symbiodinium13928",0,10,10,0,0,0,25,0,0,0,0,0,63,0,0
"Symbiodinium13932",0,94,73,48,91,0,7,0,4,0,143,0,0,15,111
"Symbiodinium13933",7,38,52,72,5,0,0,0,64,48,91,0,0,43,0
"Symbiodinium13940",3,20,27,31,0,7,53,0,15,69,7,0,1,26,0
"Symbiodinium13941",2,0,3,0,0,0,0,0,28,0,27,0,3,22,0
"Symbiodinium13942",19,6,51,30,2,0,67,0,18,4,70,25,71,83,265
"Symbiodinium13945",20,0,51,20,0,0,0,0,27,0,25,11,3,11,0
"Symbiodinium13950",35,15,63,49,19,0,47,0,31,54,151,25,43,51,65
"Symbiodinium13952",0,0,6,0,0,0,0,0,18,40,0,0,0,0,0
"Symbiodinium13955",0,0,0,0,0,128,0,0,0,0,0,0,0,22,0
"Symbiodinium13956",10,0,55,31,0,8,0,0,15,80,96,38,31,30,0
"Symbiodinium13957",6,0,67,0,0,90,0,0,5,44,1,28,17,9,0
"Symbiodinium13958",0,0,0,0,0,86,0,0,0,14,0,0,0,0,0
"Symbiodinium13959",3,16,38,0,0,0,0,0,26,0,54,0,0,7,69
"Symbiodinium13960",0,0,51,15,0,0,0,0,0,0,0,0,0,0,0
"Symbiodinium13962",33,40,180,100,169,0,99,0,171,249,272,104,116,27,418
"Symbiodinium13967",0,6,26,61,0,0,41,0,3,0,19,1,0,0,42
"Symbiodinium13968",9,0,2,8,0,0,28,0,0,0,0,0,35,3,0
"Symbiodinium13979",11,0,0,9,0,0,0,0,0,0,15,7,0,5,0
"Symbiodinium13983",0,1,0,1,0,0,0,0,14,0,30,0,0,0,0
"Symbiodinium13986",9,30,35,20,0,0,49,0,37,42,25,83,0,9,64
"Symbiodinium13988",12,0,12,0,0,0,28,0,0,0,0,0,0,3,0
"Symbiodinium13991",1,11,0,0,0,0,23,0,42,32,1,61,0,25,0
"Symbiodinium13994",0,0,34,91,0,2,27,0,23,6,25,9,20,45,0
"Symbiodinium13998",0,0,0,11,0,0,0,0,0,40,0,0,0,5,0
"Symbiodinium13999",21,4,111,7,0,0,0,0,19,0,11,0,6,18,11
"Symbiodinium14000",8,0,18,19,0,0,0,0,0,0,0,0,14,0,0
"Symbiodinium14004",9,0,81,108,1,0,1,0,10,0,50,0,23,34,171
"Symbiodinium14005",0,5,40,0,0,0,0,0,10,0,0,0,0,4,0
"Symbiodinium14008",0,14,109,0,0,0,0,0,49,32,71,37,11,5,0
"Symbiodinium14012",21,24,57,0,0,0,0,0,12,0,78,87,58,30,0
"Symbiodinium14018",12,2,31,0,3,0,0,0,0,0,2,0,0,13,0
"Symbiodinium14025",56,33,259,90,98,0,216,0,79,102,145,205,107,105,91
"Symbiodinium14032",0,0,9,12,0,97,0,0,0,0,0,0,0,0,0
"Symbiodinium14034",0,0,19,3,19,0,0,0,0,0,0,0,0,19,34
"Symbiodinium14037",26,5,0,0,0,0,0,0,11,0,0,0,0,0,0
"Symbiodinium14040",0,6,0,16,0,0,0,0,0,0,0,37,0,0,0
"Symbiodinium14045",26,33,132,88,182,0,25,0,39,21,30,55,93,20,5
"Symbiodinium14047",0,19,16,21,61,0,0,0,0,21,1,22,39,17,61
"Symbiodinium14048",3,18,0,0,0,0,0,0,16,0,0,8,0,3,0
"Symbiodinium14049",99,24,117,61,333,77,126,0,153,52,92,23,4,54,220
"Symbiodinium14050",0,34,3,40,5,0,45,0,30,26,53,0,32,14,67
"Symbiodinium14056",0,12,0,0,0,0,0,0,0,0,0,0,19,0,0
"Symbiodinium14057",13,0,56,0,0,0,0,0,0,0,0,0,3,0,0
"Symbiodinium14059",21,5,73,10,48,0,0,0,33,0,9,62,1,1,0
"Symbiodinium14061",40,11,48,3,0,0,66,0,19,104,43,78,0,20,0
"Symbiodinium14066",0,23,0,26,0,0,2,0,0,0,38,0,0,0,0
"Symbiodinium14069",17,0,0,37,0,0,0,0,0,0,0,23,6,0,20
"Symbiodinium14071",0,19,0,0,0,0,0,0,18,0,0,0,0,1,0
"Symbiodinium14077",29,5,81,28,0,0,28,0,0,43,57,1,14,14,41
"Symbiodinium14082",28,2,31,23,0,0,0,0,109,0,74,27,9,23,19
"Symbiodinium14083",8,0,0,24,0,0,0,0,0,0,29,9,0,0,0
"Symbiodinium14084",99,23,75,25,0,0,39,0,99,0,10,154,71,19,41
"Symbiodinium14087",25,73,153,91,29,9,41,0,42,117,100,99,20,72,184
"Symbiodinium14098",25,46,170,92,389,79,328,0,294,110,39,185,213,93,263
"Symbiodinium14100",1,10,7,0,52,0,39,0,14,34,7,0,0,10,0
"Symbiodinium14103",0,0,0,11,0,0,0,0,14,0,0,0,0,8,7
"Symbiodinium14107",782,794,2425,1467,6109,1492,3427,0,1243,2285,661,1039,1128,1023,1979
"Symbiodinium14113",0,0,32,3,0,0,0,0,0,0,0,0,11,0,0
"Symbiodinium14115",14,30,99,28,219,0,0,0,12,127,43,23,35,9,64
"Symbiodinium14118",30,8,47,0,0,0,0,0,0,0,0,0,0,0,0
"Symbiodinium14119",0,0,26,0,29,0,16,0,3,18,0,3,22,0,0
"Symbiodinium14122",84,29,30,0,5,22,13,0,31,224,0,2,27,12,21
"Symbiodinium14129",138,19,158,81,122,15,46,0,80,82,117,116,172,51,163
"Symbiodinium14130",40,53,208,109,2,94,97,0,116,146,145,111,60,46,107
"Symbiodinium14145",17,0,29,0,0,0,0,0,0,0,0,4,0,0,0
"Symbiodinium14146",1,0,0,0,0,0,26,0,22,0,0,0,45,0,0
"Symbiodinium14147",0,0,125,35,0,0,0,0,28,72,37,29,0,0,1
"Symbiodinium14151",0,10,0,0,0,0,0,0,0,0,33,0,0,7,0
"Symbiodinium14152",6,3,0,9,0,0,5,0,0,14,1,11,2,0,0
"Symbiodinium14153",39,117,325,105,669,426,252,0,334,642,139,84,24,173,556
"Symbiodinium14154",8,7,0,0,0,0,0,0,2,12,1,0,14,7,0
"Symbiodinium14156",39,8,42,7,0,1,0,0,19,85,0,33,74,13,71
"Symbiodinium14160",159,60,330,198,813,154,192,0,130,74,309,167,125,100,220
"Symbiodinium14162",0,23,0,12,99,0,31,0,0,0,0,0,10,7,9
"Symbiodinium14167",16,14,37,0,0,0,94,0,70,51,10,105,26,31,120
"Symbiodinium14168",18,28,102,83,0,0,54,0,56,0,145,15,2,35,152
"Symbiodinium14171",25,8,74,10,0,0,27,0,83,0,45,54,2,17,28
"Symbiodinium14172",32,10,7,28,0,0,0,0,35,0,41,33,132,45,36
"Symbiodinium14180",0,6,10,0,82,0,0,0,1,0,0,0,5,0,0
"Symbiodinium14183",16,2,0,2,0,0,0,0,0,0,0,0,0,15,0
"Symbiodinium14184",0,4,33,13,7,0,30,0,21,0,0,0,1,16,0
"Symbiodinium14188",77,38,34,104,0,15,156,0,87,62,146,58,6,69,200
"Symbiodinium14189",53,33,79,103,0,0,53,0,21,126,86,76,1,31,85
"Symbiodinium14192",0,0,47,13,0,0,0,0,0,0,0,0,0,0,14
"Symbiodinium14194",0,0,0,0,0,0,0,0,34,0,0,4,4,20,0
"Symbiodinium14199",17,0,23,4,0,0,0,0,0,18,18,0,5,4,0
"Symbiodinium14201",15,0,0,49,0,0,0,0,15,0,18,0,24,27,0
"Symbiodinium14205",22,41,40,68,112,0,85,0,70,19,68,11,57,67,22
"Symbiodinium14206",105,52,145,94,1,0,153,0,129,331,211,141,94,78,393
"Symbiodinium14208",0,8,0,0,0,0,55,0,30,0,0,0,0,10,0
"Symbiodinium14210",58,13,60,76,261,0,77,0,79,28,56,34,35,35,237
"Symbiodinium14213",27,19,115,100,2,0,134,0,29,42,47,45,0,23,34
"Symbiodinium14218",0,0,0,0,0,0,0,0,0,61,0,0,22,0,0
"Symbiodinium14219",52,40,195,62,0,0,0,0,253,31,290,111,49,104,290
"Symbiodinium14221",8,6,102,43,0,0,18,0,67,0,38,51,45,19,32
"Symbiodinium14229",12,18,19,0,194,0,23,0,11,0,50,5,0,0,0
"Symbiodinium14230",16,0,49,2,124,0,46,0,78,1,0,84,0,0,0
"Symbiodinium14231",0,10,36,22,0,0,0,0,1,0,0,16,0,0,0
"Symbiodinium14234",18,0,0,16,0,0,0,0,13,0,82,0,1,0,55
"Symbiodinium14236",102,47,569,173,1,0,1,0,146,119,224,155,37,54,149
"Symbiodinium14237",12,4,57,0,0,0,0,0,1,0,0,0,7,8,0
"Symbiodinium14240",250,294,723,604,24,1,432,0,840,549,1222,738,625,416,972
"Symbiodinium14241",11,7,54,45,0,9,69,0,45,32,36,18,4,18,0
"Symbiodinium14242",6,4,0,28,0,165,12,0,19,62,0,31,1,21,0
"Symbiodinium14245",6,9,21,0,0,0,33,0,0,0,0,0,0,8,0
"Symbiodinium14247",0,17,0,0,169,0,24,0,5,0,25,0,0,0,0
"Symbiodinium14250",54,16,45,42,16,0,1,0,56,46,16,21,0,38,1
"Symbiodinium14252",0,7,0,24,0,0,0,0,0,0,13,9,0,17,12
"Symbiodinium14267",13,18,25,13,152,10,0,0,34,27,1,33,0,48,80
"Symbiodinium14268",33,14,59,3,0,0,0,0,4,33,31,20,46,24,7
"Symbiodinium14269",0,0,0,29,121,0,0,0,0,0,0,0,0,4,0
"Symbiodinium14275",27,6,109,35,0,0,2,0,46,65,40,50,37,14,78
"Symbiodinium14277",16,0,1,0,0,0,0,0,0,40,0,0,0,0,1
"Symbiodinium14282",0,0,0,0,78,0,0,0,0,0,0,0,0,10,0
"Symbiodinium14285",2,8,26,0,484,0,74,0,8,4,0,0,38,10,0
"Symbiodinium14287",0,0,16,0,0,0,0,0,0,20,0,0,0,15,0
"Symbiodinium14291",0,22,24,2,0,0,10,0,56,41,55,77,2,21,78
"Symbiodinium14294",0,0,0,11,0,0,0,0,0,0,0,0,10,15,0
"Symbiodinium14296",61,7,57,17,139,0,0,0,26,0,31,5,0,11,108
"Symbiodinium14298",9,0,0,0,0,0,0,0,0,0,0,0,36,9,70
"Symbiodinium14299",24,20,47,33,13,92,18,0,91,39,41,20,20,38,83
"Symbiodinium14300",53,7,117,26,164,4,66,0,65,40,44,70,15,15,16
"Symbiodinium14302",10,16,0,1,0,0,0,0,0,0,27,25,0,0,3
"Symbiodinium14305",0,0,0,0,0,0,91,0,0,33,0,0,0,2,0
"Symbiodinium14307",0,3,0,0,0,0,0,0,4,85,89,0,48,4,0
"Symbiodinium14308",11,22,52,37,142,0,0,0,27,138,24,0,107,24,94
"Symbiodinium14312",6,0,8,10,105,0,0,0,4,0,0,9,0,1,0
"Symbiodinium14313",0,4,0,18,0,0,0,0,0,0,0,34,0,0,0
"Symbiodinium14314",29,15,146,152,430,3,154,0,70,123,86,46,120,34,49
"Symbiodinium14317",14,1,24,9,0,0,0,0,10,0,0,19,0,9,0
"Symbiodinium14321",14,8,64,108,1,97,85,0,60,31,1,68,44,36,132
"Symbiodinium14322",11,26,64,41,0,3,157,0,12,56,66,32,62,23,135
"Symbiodinium14323",0,0,44,8,0,0,0,0,11,0,0,25,12,3,6
"Symbiodinium14329",0,0,0,0,0,0,0,0,0,10,0,0,0,21,0
"Symbiodinium14332",0,0,0,0,0,10,0,0,0,0,0,0,0,13,0
"Symbiodinium14346",11,88,84,50,24,6,24,0,103,185,28,7,47,39,82
"Symbiodinium14348",223,85,524,256,173,92,119,0,352,308,430,450,300,134,222
"Symbiodinium14349",55,30,76,27,102,0,74,0,81,0,18,112,79,36,53
"Symbiodinium14353",98,202,595,242,252,36,230,0,229,291,488,357,295,223,457
"Symbiodinium14355",0,9,5,32,135,0,0,0,19,0,7,0,5,11,31
"Symbiodinium14358",5,39,47,65,125,20,208,0,44,17,26,79,115,28,36
"Symbiodinium14360",27,16,14,6,0,0,0,0,52,0,4,0,1,14,0
"Symbiodinium14362",0,56,147,25,54,10,171,0,22,50,0,17,34,16,39
"Symbiodinium14364",8,0,3,4,0,0,0,0,45,0,32,22,36,24,0
"Symbiodinium14366",0,0,0,0,32,0,0,0,0,0,0,17,0,0,54
"Symbiodinium14367",2,1,37,16,0,0,9,0,0,37,77,0,6,16,0
"Symbiodinium14368",46,8,55,32,1,0,22,0,24,69,115,121,25,72,123
"Symbiodinium14374",511,297,1352,586,488,21,1562,0,592,605,718,631,314,318,1394
"Symbiodinium14379",0,1,50,44,0,0,0,0,0,0,0,0,1,0,0
